INSTRUMENT,SYMBOL    ,EXP_DATE  ,STR_PRICE  ,OPT_TYPE,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      ,NOTION_VAL        ,PR_VAL            
OPTSTK    ,BRITANNIA ,27/01/2026,00006200.00,CE      ,00000070.05,00000083.50,00000064.00,00000072.90,000000000016500,            44125,              353,              227,      276869337.50,        3294337.50
OPTSTK    ,BRITANNIA ,27/01/2026,00006200.00,PE      ,00000208.95,00000208.95,00000192.05,00000192.05,000000000001875,              375,              003,              003,        2399375.00,          74375.00
OPTSTK    ,BRITANNIA ,27/01/2026,00006300.00,CE      ,00000047.50,00000056.00,00000039.90,00000046.20,000000000039000,            86125,              689,              429,      546821800.00,        4234300.00
OPTSTK    ,BRITANNIA ,27/01/2026,00006300.00,PE      ,00000268.00,00000268.00,00000268.00,00000268.00,000000000001875,              125,              001,              001,         821000.00,          33500.00
OPTSTK    ,BRITANNIA ,27/01/2026,00006400.00,CE      ,00000035.00,00000035.00,00000035.00,00000035.00,000000000000125,              125,              001,              001,         804375.00,           4375.00
OPTSTK    ,BRITANNIA ,27/01/2026,00006500.00,CE      ,00000020.00,00000020.90,00000016.75,00000018.80,000000000000625,             1375,              011,              011,        8964456.25,          26956.25
OPTSTK    ,BRITANNIA ,27/01/2026,00006550.00,CE      ,00000017.80,00000017.80,00000014.05,00000015.95,000000000000125,              250,              002,              002,        1641481.25,           3981.25
OPTSTK    ,BRITANNIA ,27/01/2026,00006600.00,CE      ,00000008.80,00000013.15,00000008.80,00000011.45,000000000010250,             8500,              068,              043,       56190437.50,          90437.50
OPTSTK    ,BRITANNIA ,27/01/2026,00006700.00,CE      ,00000006.70,00000009.00,00000006.05,00000007.90,000000000019250,             9875,              079,              062,       66231637.50,          69137.50
OPTSTK    ,BSE       ,30/12/2025,00002100.00,CE      ,00000530.00,00000539.00,00000526.00,00000526.00,000000000008250,             4500,              012,              005,       11849718.75,        2399718.75
OPTSTK    ,BSE       ,30/12/2025,00002100.00,PE      ,00000000.25,00000000.40,00000000.15,00000000.15,000000000110250,            16125,              043,              029,       33865800.00,           3300.00
OPTSTK    ,BSE       ,30/12/2025,00002200.00,CE      ,00000454.00,00000454.00,00000444.90,00000447.90,000000000004125,             2250,              006,              004,        5960100.00,        1010100.00
OPTSTK    ,BSE       ,30/12/2025,00002200.00,PE      ,00000000.25,00000000.35,00000000.10,00000000.10,000000000131625,            73875,              197,              086,      162536531.25,          11531.25
OPTSTK    ,BSE       ,30/12/2025,00002250.00,CE      ,00000387.45,00000387.45,00000387.45,00000387.45,000000000005625,              375,              001,              001,         989043.75,         145293.75
OPTSTK    ,BSE       ,30/12/2025,00002250.00,PE      ,00000000.35,00000000.45,00000000.15,00000000.15,000000000031500,            13500,              036,              035,       30379406.25,           4406.25
OPTSTK    ,BSE       ,30/12/2025,00002300.00,CE      ,00000362.50,00000362.50,00000334.00,00000334.00,000000000012375,             1125,              003,              003,        2978812.50,         391312.50
OPTSTK    ,BSE       ,30/12/2025,00002300.00,PE      ,00000000.25,00000000.40,00000000.05,00000000.15,000000000125625,            79500,              212,              146,      182867793.75,          17793.75
OPTSTK    ,BSE       ,30/12/2025,00002350.00,CE      ,00000287.55,00000287.55,00000287.55,00000287.55,000000000002250,              375,              001,              001,         989081.25,         107831.25
OPTSTK    ,BSE       ,30/12/2025,00002350.00,PE      ,00000000.40,00000000.50,00000000.05,00000000.10,000000000107625,            97875,              261,              184,      230030156.25,          23906.25
OPTSTK    ,BSE       ,30/12/2025,00002400.00,CE      ,00000254.90,00000258.15,00000229.85,00000230.00,000000000032250,             9000,              024,              023,       23788537.50,        2188537.50
OPTSTK    ,BSE       ,30/12/2025,00002400.00,PE      ,00000000.35,00000000.70,00000000.15,00000000.40,000000000230250,           303750,              810,              572,      729127293.75,         127293.75
OPTSTK    ,BSE       ,30/12/2025,00002450.00,CE      ,00000181.00,00000199.25,00000175.00,00000181.45,000000000051750,             2625,              007,              007,        6918337.50,         487087.50
OPTSTK    ,BSE       ,30/12/2025,00002450.00,PE      ,00000000.45,00000000.65,00000000.20,00000000.50,000000000178875,           657000,             1752,              868,     1609921312.50,         271312.50
OPTSTK    ,BSE       ,30/12/2025,00002500.00,CE      ,00000143.50,00000166.00,00000124.75,00000128.75,000000000037500,            36000,              096,              086,       94979493.75,        4979493.75
OPTSTK    ,BSE       ,30/12/2025,00002500.00,PE      ,00000001.50,00000001.50,00000000.55,00000000.85,000000000407250,          1261125,             3363,             1420,     3153892875.00,        1080375.00
OPTSTK    ,BSE       ,30/12/2025,00002550.00,CE      ,00000090.45,00000101.30,00000075.35,00000079.35,000000000073875,            32625,              087,              087,       86058900.00,        2865150.00
OPTSTK    ,BSE       ,30/12/2025,00002550.00,PE      ,00000002.90,00000003.55,00000001.15,00000002.10,000000000381375,          1927125,             5139,             3501,     4918154812.50,        3986062.50
OPTSTK    ,BSE       ,30/12/2025,00002600.00,CE      ,00000048.25,00000072.15,00000033.00,00000037.20,000000000153750,           984750,             2626,             2437,     2606709487.50,       46359487.50
OPTSTK    ,BSE       ,30/12/2025,00002600.00,PE      ,00000005.35,00000012.00,00000005.10,00000010.20,000000000470625,          3902625,            10407,             8172,    10179185287.50,       32360287.50
OPTSTK    ,BSE       ,30/12/2025,00002650.00,CE      ,00000022.00,00000035.40,00000010.15,00000013.10,000000000202125,          2765250,             7374,             6376,     7376844431.25,       48931931.25
OPTSTK    ,BSE       ,30/12/2025,00002650.00,PE      ,00000024.45,00000038.35,00000018.55,00000034.15,000000000181125,          1668750,             4450,             3837,     4467261787.50,       45074287.50
OPTSTK    ,BSE       ,30/12/2025,00002700.00,CE      ,00000013.40,00000016.85,00000003.60,00000004.60,000000000758625,          3999375,            10665,             8538,    10830031387.50,       31718887.50
OPTSTK    ,BSE       ,30/12/2025,00002700.00,PE      ,00000062.00,00000081.95,00000050.20,00000076.10,000000000268500,           711750,             1898,             1658,     1969831631.25,       48106631.25
OPTSTK    ,BSE       ,30/12/2025,00002750.00,CE      ,00000007.25,00000008.60,00000001.75,00000002.25,000000001055625,          3010500,             8028,             5157,     8290956356.25,       12081356.25
OPTSTK    ,BSE       ,30/12/2025,00002750.00,PE      ,00000119.60,00000127.85,00000092.00,00000123.80,000000000228750,           263250,              702,              625,      753586200.00,       29648700.00
OPTSTK    ,BSE       ,30/12/2025,00002800.00,CE      ,00000004.35,00000005.00,00000000.90,00000001.25,000000001371375,          3906000,            10416,             5512,    10945079831.25,        8279831.25
OPTSTK    ,BSE       ,30/12/2025,00002800.00,PE      ,00000156.60,00000179.70,00000138.35,00000175.15,000000000247500,           167625,              447,              367,      496013812.50,       26663812.50
OPTSTK    ,BSE       ,30/12/2025,00002850.00,CE      ,00000002.00,00000002.90,00000000.60,00000000.90,000000000714000,          1793625,             4783,             2444,     5114266462.50,        2435212.50
OPTSTK    ,BSE       ,30/12/2025,00002850.00,PE      ,00000199.35,00000220.00,00000194.70,00000220.00,000000000153375,            13125,              035,              032,       40186856.25,        2780606.25
OPTSTK    ,BSE       ,30/12/2025,00002900.00,CE      ,00000001.80,00000002.10,00000000.55,00000000.75,000000001371750,          1881000,             5016,             2265,     5456833068.75,        1933068.75
OPTSTK    ,BSE       ,30/12/2025,00002900.00,PE      ,00000262.45,00000277.20,00000235.50,00000274.55,000000000134625,            32625,              087,              075,      103197543.75,        8585043.75
OPTSTK    ,BSE       ,30/12/2025,00002950.00,CE      ,00000000.50,00000002.00,00000000.30,00000000.50,000000000719625,          1189500,             3172,             1676,     3509994506.25,         969506.25
OPTSTK    ,BSE       ,30/12/2025,00002950.00,PE      ,00000306.65,00000324.00,00000287.95,00000315.40,000000000068625,            18375,              049,              035,       60023531.25,        5817281.25
OPTSTK    ,BSE       ,30/12/2025,00003000.00,CE      ,00000001.00,00000001.00,00000000.25,00000000.35,000000001200750,           984000,             2624,             1555,     2952479418.75,         479418.75
OPTSTK    ,BSE       ,30/12/2025,00003000.00,PE      ,00000339.60,00000375.45,00000339.60,00000374.80,000000000231000,            31500,              084,              063,      105987768.75,       11487768.75
OPTSTK    ,BSE       ,30/12/2025,00003050.00,CE      ,00000000.65,00000000.65,00000000.10,00000000.30,000000000218250,           215250,              574,              346,      656573100.00,          60600.00
OPTSTK    ,BSE       ,30/12/2025,00003100.00,CE      ,00000000.40,00000000.40,00000000.10,00000000.25,000000000345375,           288375,              769,              394,      894028650.00,          66150.00
OPTSTK    ,BSE       ,30/12/2025,00003100.00,PE      ,00000447.00,00000477.10,00000447.00,00000477.10,000000000016500,             3375,              009,              007,       12038625.00,        1576125.00
OPTSTK    ,BSE       ,30/12/2025,00003150.00,CE      ,00000000.40,00000000.40,00000000.05,00000000.15,000000000253125,           127125,              339,              168,      400468218.75,          24468.75
OPTSTK    ,BSE       ,30/12/2025,00003150.00,PE      ,00000510.00,00000510.00,00000502.55,00000508.95,000000000009000,             3375,              009,              009,       12340050.00,        1708800.00
OPTSTK    ,BSE       ,30/12/2025,00003200.00,CE      ,00000000.30,00000000.45,00000000.10,00000000.20,000000000616875,           342000,              912,              415,     1094478768.75,          78768.75
OPTSTK    ,BSE       ,30/12/2025,00003200.00,PE      ,00000560.00,00000573.90,00000560.00,00000573.90,000000000019500,             1500,              004,              004,        5655637.50,         855637.50
OPTSTK    ,BSE       ,27/01/2026,00002000.00,PE      ,00000003.00,00000003.60,00000002.55,00000003.25,000000000166125,            82500,              220,              092,      165269418.75,         269418.75
OPTSTK    ,BSE       ,27/01/2026,00002200.00,CE      ,00000462.25,00000468.00,00000455.00,00000455.00,000000000006375,             4875,              013,              009,       12963412.50,        2238412.50
OPTSTK    ,BSE       ,27/01/2026,00002200.00,PE      ,00000006.95,00000009.55,00000006.85,00000009.00,000000000186750,           119625,              319,              143,      264219993.75,        1044993.75
OPTSTK    ,BSE       ,27/01/2026,00002250.00,PE      ,00000011.00,00000013.55,00000010.05,00000012.70,000000000013125,            30000,              080,              074,       67875675.00,         375675.00
OPTSTK    ,BSE       ,27/01/2026,00002300.00,CE      ,00000390.00,00000390.00,00000360.40,00000365.00,000000000002250,             1500,              004,              004,        4010775.00,         560775.00
OPTSTK    ,BSE       ,27/01/2026,00002300.00,PE      ,00000015.50,00000018.25,00000014.50,00000017.85,000000000082875,           117000,              312,              252,      271090200.00,        1990200.00
OPTSTK    ,BSE       ,27/01/2026,00002400.00,CE      ,00000283.00,00000293.00,00000276.30,00000277.30,000000000010500,            21750,              058,              034,       58355850.00,        6155850.00
OPTSTK    ,BSE       ,27/01/2026,00002400.00,PE      ,00000030.45,00000033.50,00000026.70,00000032.35,000000000358875,           219750,              586,              437,      534145837.50,        6745837.50
OPTSTK    ,BSE       ,27/01/2026,00002450.00,CE      ,00000236.35,00000236.35,00000236.35,00000236.35,000000000000375,              375,              001,              001,        1007381.25,          88631.25
OPTSTK    ,BSE       ,27/01/2026,00002500.00,CE      ,00000220.00,00000234.00,00000199.50,00000203.05,000000000159375,            16875,              045,              045,       45739443.75,        3551943.75
OPTSTK    ,BSE       ,27/01/2026,00002500.00,PE      ,00000054.95,00000059.40,00000048.00,00000058.35,000000000492000,           412500,             1100,              878,     1054038187.50,       22788187.50
OPTSTK    ,BSE       ,27/01/2026,00002550.00,CE      ,00000201.10,00000201.10,00000170.15,00000170.15,000000000001500,             4500,              012,              012,       12275718.75,         800718.75
OPTSTK    ,BSE       ,27/01/2026,00002550.00,PE      ,00000074.00,00000077.35,00000066.30,00000075.55,000000000024000,            40875,              109,              060,      107226243.75,        2994993.75
OPTSTK    ,BSE       ,27/01/2026,00002600.00,CE      ,00000157.00,00000166.25,00000139.15,00000141.40,000000000338625,           221250,              590,              486,      608211225.00,       32961225.00
OPTSTK    ,BSE       ,27/01/2026,00002600.00,PE      ,00000087.00,00000097.70,00000079.25,00000095.60,000000000500625,           582750,             1554,             1279,     1568191875.00,       53041875.00
OPTSTK    ,BSE       ,27/01/2026,00002650.00,CE      ,00000127.00,00000139.45,00000113.05,00000116.05,000000000169500,           405375,             1081,              925,     1123814250.00,       49570500.00
OPTSTK    ,BSE       ,27/01/2026,00002650.00,PE      ,00000107.70,00000122.00,00000102.35,00000119.05,000000000154125,           291375,              777,              709,      805564068.75,       33420318.75
OPTSTK    ,BSE       ,27/01/2026,00002700.00,CE      ,00000103.05,00000114.50,00000091.20,00000093.85,000000000603000,           678375,             1809,             1517,     1899724818.75,       68112318.75
OPTSTK    ,BSE       ,27/01/2026,00002700.00,PE      ,00000134.45,00000149.60,00000127.00,00000147.15,000000000409875,           240000,              640,              525,      681374025.00,       33374025.00
OPTSTK    ,BSE       ,27/01/2026,00002750.00,CE      ,00000081.10,00000093.50,00000072.90,00000074.35,000000000232875,           187500,              500,              444,      530887631.25,       15262631.25
OPTSTK    ,BSE       ,27/01/2026,00002750.00,PE      ,00000174.55,00000179.00,00000156.95,00000174.60,000000000109125,            55500,              148,              130,      162017418.75,        9392418.75
OPTSTK    ,BSE       ,27/01/2026,00002800.00,CE      ,00000061.05,00000076.00,00000057.10,00000058.65,000000000965625,           657375,             1753,             1485,     1883103168.75,       42453168.75
OPTSTK    ,BSE       ,27/01/2026,00002800.00,PE      ,00000197.05,00000215.55,00000189.95,00000208.60,000000000270375,            55875,              149,              112,      167671218.75,       11221218.75
OPTSTK    ,BSE       ,27/01/2026,00002850.00,CE      ,00000050.05,00000061.00,00000045.00,00000046.00,000000000511500,          1999875,             5333,             3856,     5807931581.25,      108287831.25
OPTSTK    ,BSE       ,27/01/2026,00002850.00,PE      ,00000232.50,00000249.65,00000225.55,00000245.90,000000000032250,            13500,              036,              033,       41759156.25,        3284156.25
OPTSTK    ,BSE       ,27/01/2026,00002900.00,CE      ,00000038.30,00000048.35,00000034.10,00000035.25,000000000541500,           442500,             1180,              956,     1300566131.25,       17316131.25
OPTSTK    ,BSE       ,27/01/2026,00002900.00,PE      ,00000269.30,00000287.00,00000259.00,00000284.00,000000000066000,            14250,              038,              033,       45252206.25,        3927206.25
OPTSTK    ,BSE       ,27/01/2026,00002950.00,CE      ,00000030.95,00000037.75,00000026.45,00000027.05,000000000094125,           184125,              491,              420,      548809500.00,        5640750.00
OPTSTK    ,BSE       ,27/01/2026,00002950.00,PE      ,00000325.00,00000327.00,00000320.00,00000326.00,000000000014625,            10500,              028,              014,       34395375.00,        3420375.00
OPTSTK    ,BSE       ,27/01/2026,00003000.00,CE      ,00000024.35,00000029.55,00000020.35,00000020.80,000000000797250,           576750,             1538,             1152,     1743838181.25,       13588181.25
OPTSTK    ,BSE       ,27/01/2026,00003000.00,PE      ,00000332.30,00000376.15,00000332.30,00000367.00,000000000079875,            32250,              086,              039,      108452325.00,       11702325.00
OPTSTK    ,BSE       ,27/01/2026,00003050.00,CE      ,00000031.00,00000031.00,00000015.80,00000016.20,000000000018375,            32625,              087,              069,      100083656.25,         577406.25
OPTSTK    ,BSE       ,27/01/2026,00003100.00,CE      ,00000013.75,00000017.50,00000012.10,00000012.45,000000000282000,           242250,              646,              523,      754459556.25,        3484556.25
OPTSTK    ,BSE       ,27/01/2026,00003100.00,PE      ,00000459.00,00000466.80,00000459.00,00000464.20,000000000002250,             3000,              008,              007,       10685343.75,        1385343.75
OPTSTK    ,BSE       ,27/01/2026,00003200.00,CE      ,00000014.45,00000014.45,00000007.50,00000008.00,000000000025875,            27375,              073,              050,       87829462.50,         229462.50
OPTSTK    ,BSE       ,27/01/2026,00003200.00,PE      ,00000530.00,00000545.00,00000530.00,00000543.00,000000000016125,             1875,              005,              003,        7009125.00,        1009125.00
OPTSTK    ,BSE       ,24/02/2026,00002500.00,CE      ,00000252.00,00000259.95,00000240.00,00000240.95,000000000015000,            13875,              037,              027,       38046825.00,        3359325.00
OPTSTK    ,BSE       ,24/02/2026,00002500.00,PE      ,00000087.10,00000095.00,00000087.10,00000093.65,000000000021750,             9750,              026,              026,       25283400.00,         908400.00
OPTSTK    ,BSE       ,24/02/2026,00002600.00,CE      ,00000198.00,00000198.00,00000198.00,00000198.00,000000000001125,              375,              001,              001,        1049250.00,          74250.00
OPTSTK    ,BSE       ,24/02/2026,00002800.00,CE      ,00000119.00,00000119.00,00000105.20,00000106.35,000000000010125,             3750,              010,              010,       10911412.50,         411412.50
OPTSTK    ,BSE       ,24/02/2026,00002800.00,PE      ,00000250.00,00000250.00,00000250.00,00000250.00,000000000004500,              375,              001,              001,        1143750.00,          93750.00
OPTSTK    ,BSE       ,24/02/2026,00002900.00,CE      ,00000088.50,00000088.50,00000080.00,00000080.00,000000000021750,             2625,              007,              007,        7836750.00,         224250.00
OPTSTK    ,BSE       ,24/02/2026,00003000.00,CE      ,00000064.00,00000064.00,00000053.15,00000053.85,000000000014250,            12000,              032,              032,       36694050.00,         694050.00
OPTSTK    ,EICHERMOT ,30/12/2025,00005800.00,CE      ,00001530.00,00001530.00,00001510.00,00001510.00,000000000000000,              525,              003,              003,        3844750.00,         799750.00
OPTSTK    ,EICHERMOT ,30/12/2025,00006000.00,CE      ,00001349.00,00001349.00,00001265.00,00001265.00,000000000014000,             4200,              024,              017,       30630775.00,        5430775.00
OPTSTK    ,EICHERMOT ,30/12/2025,00006350.00,PE      ,00000000.05,00000000.05,00000000.05,00000000.05,000000000008225,              175,              001,              001,        1111258.75,              8.75
OPTSTK    ,EICHERMOT ,30/12/2025,00006400.00,PE      ,00000000.05,00000000.05,00000000.05,00000000.05,000000000146650,              175,              001,              001,        1120008.75,              8.75
OPTSTK    ,EICHERMOT ,30/12/2025,00006500.00,CE      ,00000846.00,00000855.00,00000755.05,00000755.05,000000000006475,             1750,              010,              007,       12755933.75,        1380933.75
OPTSTK    ,EICHERMOT ,30/12/2025,00006500.00,PE      ,00000000.15,00000000.15,00000000.05,00000000.05,000000000074025,             3675,              021,              013,       23887701.25,            201.25
OPTSTK    ,EICHERMOT ,30/12/2025,00006550.00,PE      ,00000000.10,00000000.50,00000000.10,00000000.45,000000000016975,             2625,              015,              007,       17194817.50,           1067.50
OPTSTK    ,EICHERMOT ,30/12/2025,00006600.00,PE      ,00000000.50,00000000.80,00000000.05,00000000.05,000000000070700,            16100,              092,              051,      106264550.00,           4550.00
OPTSTK    ,EICHERMOT ,30/12/2025,00006650.00,PE      ,00000000.75,00000000.85,00000000.50,00000000.85,000000000015050,             2450,              014,              009,       16294425.00,           1925.00
OPTSTK    ,EICHERMOT ,30/12/2025,00006700.00,CE      ,00000590.00,00000590.00,00000588.00,00000588.00,000000000003500,              525,              003,              003,        3826550.00,         309050.00
OPTSTK    ,EICHERMOT ,30/12/2025,00006700.00,PE      ,00000000.40,00000000.95,00000000.40,00000000.80,000000000018725,            14175,              081,              036,       94980900.00,           8400.00
OPTSTK    ,EICHERMOT ,30/12/2025,00006750.00,PE      ,00000001.00,00000001.00,00000000.50,00000000.50,000000000011200,             2450,              014,              008,       16539101.25,           1601.25
OPTSTK    ,EICHERMOT ,30/12/2025,00006800.00,CE      ,00000493.00,00000502.00,00000439.00,00000439.00,000000000012425,             9100,              052,              026,       66289177.50,        4409177.50
OPTSTK    ,EICHERMOT ,30/12/2025,00006800.00,PE      ,00000000.60,00000001.20,00000000.55,00000000.90,000000000047950,            61425,              351,              248,      417740426.25,          50426.25
OPTSTK    ,EICHERMOT ,30/12/2025,00006850.00,PE      ,00000002.40,00000002.40,00000000.75,00000000.95,000000000008575,            16625,              095,              074,      113897000.00,          15750.00
OPTSTK    ,EICHERMOT ,30/12/2025,00006900.00,CE      ,00000380.60,00000393.00,00000355.20,00000355.20,000000000007350,             1225,              007,              007,        8908935.00,         456435.00
OPTSTK    ,EICHERMOT ,30/12/2025,00006900.00,PE      ,00000002.00,00000002.00,00000000.85,00000001.20,000000000025550,            24325,              139,              110,      167873693.75,          31193.75
OPTSTK    ,EICHERMOT ,30/12/2025,00006950.00,PE      ,00000001.60,00000002.35,00000000.85,00000002.20,000000000007700,            14000,              080,              054,       97320728.75,          20728.75
OPTSTK    ,EICHERMOT ,30/12/2025,00007000.00,CE      ,00000330.00,00000335.00,00000242.60,00000254.55,000000000042175,            15750,              090,              065,      114737052.50,        4487052.50
OPTSTK    ,EICHERMOT ,30/12/2025,00007000.00,PE      ,00000002.80,00000003.00,00000001.15,00000001.95,000000000069300,           192675,             1101,              858,     1349133415.00,         408415.00
OPTSTK    ,EICHERMOT ,30/12/2025,00007050.00,CE      ,00000282.05,00000282.05,00000201.95,00000203.55,000000000011900,             2450,              014,              014,       17803231.25,         530731.25
OPTSTK    ,EICHERMOT ,30/12/2025,00007050.00,PE      ,00000003.05,00000005.00,00000001.75,00000003.10,000000000027650,           146650,              838,              715,     1034317532.50,         435032.50
OPTSTK    ,EICHERMOT ,30/12/2025,00007100.00,CE      ,00000250.00,00000250.00,00000142.10,00000155.70,000000000040950,            70700,              404,              281,      514240667.50,       12270667.50
OPTSTK    ,EICHERMOT ,30/12/2025,00007100.00,PE      ,00000004.95,00000008.90,00000002.90,00000005.55,000000000108500,           284200,             1624,             1232,     2019309495.00,        1489495.00
OPTSTK    ,EICHERMOT ,30/12/2025,00007150.00,CE      ,00000173.00,00000174.50,00000100.00,00000110.70,000000000016625,             7875,              045,              039,       57439261.25,        1133011.25
OPTSTK    ,EICHERMOT ,30/12/2025,00007150.00,PE      ,00000009.05,00000013.45,00000004.60,00000009.40,000000000032550,           124425,              711,              614,      890683920.00,        1045170.00
OPTSTK    ,EICHERMOT ,30/12/2025,00007200.00,CE      ,00000132.80,00000169.00,00000055.90,00000069.60,000000000049525,           126350,              722,              692,      921900875.00,       12180875.00
OPTSTK    ,EICHERMOT ,30/12/2025,00007200.00,PE      ,00000009.00,00000023.20,00000006.90,00000018.00,000000000085925,           636475,             3637,             2998,     4592016301.25,        9396301.25
OPTSTK    ,EICHERMOT ,30/12/2025,00007250.00,CE      ,00000098.70,00000125.00,00000028.75,00000038.95,000000000023625,           161525,              923,              874,     1180139808.75,        9083558.75
OPTSTK    ,EICHERMOT ,30/12/2025,00007250.00,PE      ,00000017.00,00000047.45,00000011.35,00000036.05,000000000034825,           311675,             1781,             1479,     2268270191.25,        8626441.25
OPTSTK    ,EICHERMOT ,30/12/2025,00007300.00,CE      ,00000054.95,00000085.00,00000014.80,00000019.40,000000000083650,           604275,             3453,             2995,     4431795821.25,       20588321.25
OPTSTK    ,EICHERMOT ,30/12/2025,00007300.00,PE      ,00000038.00,00000082.90,00000019.15,00000068.00,000000000062300,           377825,             2159,             1832,     2774731688.75,       16609188.75
OPTSTK    ,EICHERMOT ,30/12/2025,00007350.00,CE      ,00000033.15,00000053.70,00000008.00,00000010.65,000000000071925,           657475,             3757,             3209,     4847014812.50,       14573562.50
OPTSTK    ,EICHERMOT ,30/12/2025,00007350.00,PE      ,00000040.85,00000123.40,00000037.70,00000109.65,000000000007000,            99050,              566,              552,      735921523.75,        7904023.75
OPTSTK    ,EICHERMOT ,30/12/2025,00007400.00,CE      ,00000016.05,00000029.00,00000004.30,00000006.45,000000000089075,           659925,             3771,             3253,     4891008228.75,        7563228.75
OPTSTK    ,EICHERMOT ,30/12/2025,00007400.00,PE      ,00000107.40,00000166.95,00000062.05,00000154.45,000000000034650,            73325,              419,              405,      550023976.25,        7418976.25
OPTSTK    ,EICHERMOT ,30/12/2025,00007450.00,CE      ,00000007.75,00000013.85,00000001.35,00000002.60,000000000043050,           275100,             1572,             1372,     2050812828.75,        1317828.75
OPTSTK    ,EICHERMOT ,30/12/2025,00007500.00,CE      ,00000004.00,00000007.25,00000000.60,00000001.30,000000000095550,           479500,             2740,             2026,     3597446448.75,        1196448.75
OPTSTK    ,EICHERMOT ,30/12/2025,00007500.00,PE      ,00000181.00,00000262.25,00000136.15,00000244.75,000000000025725,            63000,              360,              280,      484814417.50,       12314417.50
OPTSTK    ,EICHERMOT ,30/12/2025,00007550.00,CE      ,00000002.05,00000003.95,00000000.60,00000001.00,000000000055300,           318325,             1819,             1298,     2403843373.75,         489623.75
OPTSTK    ,EICHERMOT ,30/12/2025,00007600.00,CE      ,00000001.30,00000002.35,00000000.50,00000000.80,000000000068250,           180075,             1029,              780,     1368765326.25,         195326.25
OPTSTK    ,EICHERMOT ,30/12/2025,00007650.00,CE      ,00000001.30,00000001.40,00000000.45,00000000.85,000000000009450,            20125,              115,              100,      153973163.75,          16913.75
OPTSTK    ,EICHERMOT ,30/12/2025,00007700.00,CE      ,00000001.30,00000001.30,00000000.40,00000000.60,000000000075250,           134750,              770,              590,     1037660942.50,          85942.50
OPTSTK    ,EICHERMOT ,30/12/2025,00007750.00,CE      ,00000000.65,00000000.65,00000000.45,00000000.45,000000000016800,             2450,              014,              014,       18988751.25,           1251.25
OPTSTK    ,EICHERMOT ,30/12/2025,00007800.00,CE      ,00000000.10,00000000.70,00000000.10,00000000.15,000000000074200,             5950,              034,              023,       46411662.50,           1662.50
OPTSTK    ,EICHERMOT ,30/12/2025,00007900.00,CE      ,00000000.20,00000000.20,00000000.15,00000000.15,000000000088900,             2275,              013,              010,       17972937.50,            437.50
OPTSTK    ,EICHERMOT ,30/12/2025,00008000.00,CE      ,00000000.35,00000000.35,00000000.10,00000000.15,000000000129150,             8225,              047,              034,       65801321.25,           1321.25
OPTSTK    ,EICHERMOT ,30/12/2025,00008100.00,CE      ,00000000.05,00000000.05,00000000.05,00000000.05,000000000084000,             1225,              007,              004,        9922561.25,             61.25
OPTSTK    ,EICHERMOT ,30/12/2025,00008300.00,CE      ,00000000.25,00000000.25,00000000.25,00000000.25,000000000030625,             5425,              031,              009,       45028856.25,           1356.25
OPTSTK    ,EICHERMOT ,27/01/2026,00006000.00,CE      ,00001380.00,00001385.00,00001310.00,00001310.00,000000000003300,             2900,              029,              018,       21272600.00,        3872600.00
OPTSTK    ,EICHERMOT ,27/01/2026,00006000.00,PE      ,00000004.35,00000004.35,00000001.45,00000001.45,000000000001800,              200,              002,              002,        1200580.00,            580.00
OPTSTK    ,EICHERMOT ,27/01/2026,00006100.00,CE      ,00001250.00,00001250.00,00001227.10,00001233.20,000000000001000,              500,              005,              003,        3671030.00,         621030.00
OPTSTK    ,EICHERMOT ,27/01/2026,00006200.00,PE      ,00000003.55,00000003.55,00000003.55,00000003.55,000000000001700,              500,              005,              005,        3101775.00,           1775.00
OPTSTK    ,EICHERMOT ,27/01/2026,00006500.00,CE      ,00000850.00,00000850.00,00000850.00,00000850.00,000000000008000,              200,              002,              001,        1470000.00,         170000.00
OPTSTK    ,EICHERMOT ,27/01/2026,00006500.00,PE      ,00000006.60,00000010.00,00000006.60,00000010.00,000000000022600,             4100,              041,              021,       26684645.00,          34645.00
OPTSTK    ,EICHERMOT ,27/01/2026,00006600.00,CE      ,00000701.50,00000701.50,00000701.50,00000701.50,000000000000500,              500,              005,              001,        3650750.00,         350750.00
OPTSTK    ,EICHERMOT ,27/01/2026,00006600.00,PE      ,00000010.00,00000012.90,00000009.50,00000012.00,000000000015800,            14500,              145,              059,       95877250.00,         177250.00
OPTSTK    ,EICHERMOT ,27/01/2026,00006650.00,PE      ,00000012.80,00000014.45,00000012.10,00000014.25,000000000005400,             3800,              038,              032,       25319205.00,          49205.00
OPTSTK    ,EICHERMOT ,27/01/2026,00006700.00,PE      ,00000014.00,00000018.60,00000013.70,00000017.15,000000000010100,             4400,              044,              042,       29551790.00,          71790.00
OPTSTK    ,EICHERMOT ,27/01/2026,00006750.00,PE      ,00000016.00,00000022.30,00000015.40,00000021.05,000000000004800,             6000,              060,              025,       40627650.00,         127650.00
OPTSTK    ,EICHERMOT ,27/01/2026,00006800.00,CE      ,00000580.00,00000580.00,00000532.20,00000532.20,000000000012900,             8100,              081,              021,       59522180.00,        4442180.00
